"","Aphanopetalum_resinosum","Cercidiphyllum_japonicum","Cotyledon_tomentosa","Cynomorium_songaricum","Daphniphyllum_calycinum","Itea_omeiensis","Kalanchoe_fedtschenkoi","Paeonia_anomala_subsp_Veitchii","Paeonia_delavayi","Penthorum_chinense","Ribes_takare","Vitis_vinifera","12|34","13|24","14|23","p_T3","p_star"
"247",0,1,0,0,1,0,0,0,1,0,0,1,343,161,75,1.48540770204762e-08,7.35672570924918e-43
"248",0,1,0,0,1,0,0,0,0,1,1,0,405,9,17,0.11370649391363,1.29734281521798e-155
"249",0,1,0,0,1,0,0,0,0,1,0,1,438,27,25,0.781485030775656,3.55338284027986e-151
"250",0,1,0,0,1,0,0,0,0,0,1,1,492,42,33,0.298114205441692,5.37876265250846e-159
"251",0,1,0,0,0,1,1,1,0,0,0,0,28,22,321,0.395574394698995,2.53898204414194e-103
"252",0,1,0,0,0,1,1,0,1,0,0,0,26,18,370,0.226505478282177,8.11091547351403e-128
"253",0,1,0,0,0,1,1,0,0,1,0,0,305,27,15,0.0622342749284765,8.28461306315804e-102
"254",0,1,0,0,0,1,1,0,0,0,1,0,14,372,19,0.383171688347651,2.87276893647859e-136
"255",0,1,0,0,0,1,1,0,0,0,0,1,125,56,298,2.05445017909284e-07,5.30568581335603e-43
"256",0,1,0,0,0,1,0,1,1,0,0,0,565,2,15,0.000795434576674389,6.45393503821683e-232
"257",0,1,0,0,0,1,0,1,0,1,0,0,37,427,21,0.0344635308392979,9.65626031655341e-143
"258",0,1,0,0,0,1,0,1,0,0,1,0,18,544,10,0.127894205604022,4.88113479550136e-214
"259",0,1,0,0,0,1,0,1,0,0,0,1,69,512,74,0.675827491377727,2.13869227005547e-129
"260",0,1,0,0,0,1,0,0,1,1,0,0,31,468,19,0.0881240879089397,2.36073444575149e-165
"261",0,1,0,0,0,1,0,0,1,0,1,0,13,583,9,0.392451231274142,1.33330676080476e-235
"262",0,1,0,0,0,1,0,0,1,0,0,1,63,576,68,0.66218018072453,7.96824661052681e-161
"263",0,1,0,0,0,1,0,0,0,1,1,0,15,477,23,0.192696200568316,1.16838179745329e-177
"264",0,1,0,0,0,1,0,0,0,1,0,1,116,63,412,6.57118257952475e-05,1.05486616734261e-78
"265",0,1,0,0,0,1,0,0,0,0,1,1,17,14,662,0.589722756303276,1.15884548107717e-262
"266",0,1,0,0,0,0,1,1,1,0,0,0,386,1,8,0.0209,8.68649562150716e-161
"267",0,1,0,0,0,0,1,1,0,1,0,0,10,312,8,0.637004118349747,1.48381197331193e-121
"268",0,1,0,0,0,0,1,1,0,0,1,0,23,328,35,0.11378936970232,1.95911600986454e-101
"269",0,1,0,0,0,0,1,1,0,0,0,1,41,354,57,0.10526002950298,2.71925374581443e-90
"270",0,1,0,0,0,0,1,0,1,1,0,0,8,349,7,0.796179498309718,7.1639096776509e-140
"271",0,1,0,0,0,0,1,0,1,0,1,0,19,365,34,0.0380259170222796,5.96725912719256e-120
"272",0,1,0,0,0,0,1,0,1,0,0,1,42,405,54,0.22006682448423,2.67020407794201e-111
"273",0,1,0,0,0,0,1,0,0,1,1,0,23,14,326,0.137002250628804,6.30793294781125e-114
"274",0,1,0,0,0,0,1,0,0,1,0,1,11,34,378,0.000445773542845977,6.88556591437332e-131
"275",0,1,0,0,0,0,1,0,0,0,1,1,50,134,307,2.80599407546748e-10,2.70826268341165e-46
"276",0,1,0,0,0,0,0,1,1,1,0,0,2,12,505,0.00487597563269866,2.56890487542796e-208
"277",0,1,0,0,0,0,0,1,1,0,1,0,2,12,591,0.00487597563269866,1.32373226666636e-245
"278",0,1,0,0,0,0,0,1,1,0,0,1,3,15,686,0.00312483981567279,1.55684426095108e-283
"279",0,1,0,0,0,0,0,1,0,1,1,0,449,24,43,0.0194264609655807,2.94051979818995e-146
"280",0,1,0,0,0,0,0,1,0,1,0,1,459,52,76,0.0333688809125194,1.75636067653955e-116
"281",0,1,0,0,0,0,0,1,0,0,1,1,525,73,89,0.20835341477415,1.80704980993802e-125
"282",0,1,0,0,0,0,0,0,1,1,1,0,482,20,41,0.00659695261442131,4.93489275742576e-164
"283",0,1,0,0,0,0,0,0,1,1,0,1,507,49,73,0.0292599711691462,2.28938898581855e-138
"284",0,1,0,0,0,0,0,0,1,0,1,1,578,74,78,0.745588612124961,1.1739412632286e-150
"285",0,1,0,0,0,0,0,0,0,1,1,1,67,126,433,1.85928344010285e-05,4.29167404698327e-81
"286",0,0,1,1,1,1,0,0,0,0,0,0,110,41,145,1.0244789669735e-08,4.72019188402298e-13
"287",0,0,1,1,1,0,1,0,0,0,0,0,3,3,191,1,1.20981776502055e-78
"288",0,0,1,1,1,0,0,1,0,0,0,0,195,33,34,0.902763028965283,5.81423358270901e-44
"289",0,0,1,1,1,0,0,0,1,0,0,0,238,31,41,0.237832870624556,5.37733801068918e-58
"290",0,0,1,1,1,0,0,0,0,1,0,0,22,10,234,0.031750851923373,1.70568720207602e-78
"291",0,0,1,1,1,0,0,0,0,0,1,0,103,43,156,4.64848548596518e-07,1.6234210352324e-14
"292",0,0,1,1,1,0,0,0,0,0,0,1,161,93,95,0.884026638713967,2.57139971297133e-06
"293",0,0,1,1,0,1,1,0,0,0,0,0,4,8,229,0.243676760795462,2.31281985865281e-90
"294",0,0,1,1,0,1,0,1,0,0,0,0,98,159,52,0.000152864012060154,7.11875195268386e-13
"295",0,0,1,1,0,1,0,0,1,0,0,0,125,173,64,7.54473126919636e-06,1.81555612190701e-11
"296",0,0,1,1,0,1,0,0,0,1,0,0,22,21,266,0.878788296447339,9.52303391914149e-85
"297",0,0,1,1,0,1,0,0,0,0,1,0,318,15,15,1,2.65998418443249e-115
"298",0,0,1,1,0,1,0,0,0,0,0,1,114,208,83,0.0268798027665276,2.34200199434483e-14
"299",0,0,1,1,0,0,1,1,0,0,0,0,5,194,3,0.523,2.39627268272374e-78
"300",0,0,1,1,0,0,1,0,1,0,0,0,8,240,2,0.0496008205897895,1.04098661053124e-96
"301",0,0,1,1,0,0,1,0,0,1,0,0,6,203,3,0.359,1.85499703663248e-81
"302",0,0,1,1,0,0,1,0,0,0,1,0,6,229,2,0.175,1.61961068157113e-93
"303",0,0,1,1,0,0,1,0,0,0,0,1,8,270,5,0.403258825860012,2.74316889809983e-107
"304",0,0,1,1,0,0,0,1,1,0,0,0,319,2,10,0.0158262943504513,2.48335365458788e-129
"305",0,0,1,1,0,0,0,1,0,1,0,0,25,12,240,0.0307561120401741,7.56868942523832e-78
"306",0,0,1,1,0,0,0,1,0,0,1,0,104,53,163,3.99987847500533e-05,4.59161222153946e-13
"307",0,0,1,1,0,0,0,1,0,0,0,1,165,105,99,0.674397777825799,1.98110975949549e-05
"308",0,0,1,1,0,0,0,0,1,1,0,0,27,18,276,0.178244401903832,9.43390970309439e-88
"309",0,0,1,1,0,0,0,0,1,0,1,0,121,68,179,0.000103924511864098,1.22228081227628e-11
"310",0,0,1,1,0,0,0,0,1,0,0,1,196,129,107,0.15182219174128,3.30185535690941e-07
"311",0,0,1,1,0,0,0,0,0,1,1,0,27,273,20,0.306327040106137,2.92372329335451e-85
"312",0,0,1,1,0,0,0,0,0,1,0,1,24,318,23,0.884023623955369,6.3577312320416e-104
"313",0,0,1,1,0,0,0,0,0,0,1,1,119,216,81,0.00703469420871355,6.63157449990454e-16
"314",0,0,1,0,1,1,1,0,0,0,0,0,3,3,250,1,3.16591914114523e-104
"315",0,0,1,0,1,1,0,1,0,0,0,0,16,290,27,0.0916310212603274,7.2414254231431e-95
"316",0,0,1,0,1,1,0,0,1,0,0,0,18,342,23,0.434307569815211,5.93435882258724e-118
"317",0,0,1,0,1,1,0,0,0,1,0,0,17,17,295,1,9.58778126020192e-103
"318",0,0,1,0,1,1,0,0,0,0,1,0,343,14,15,0.852669247956576,1.03770551456131e-126
"319",0,0,1,0,1,1,0,0,0,0,0,1,51,274,101,4.24710207071614e-05,1.32180263951427e-42
"320",0,0,1,0,1,0,1,1,0,0,0,0,3,213,5,0.523,1.42926399997999e-86
"321",0,0,1,0,1,0,1,0,1,0,0,0,6,253,3,0.359,4.24138782364644e-103
"322",0,0,1,0,1,0,1,0,0,1,0,0,5,216,3,0.523,7.17956060043174e-88
"323",0,0,1,0,1,0,1,0,0,0,1,0,4,242,0,0.0393,1.95142043220445e-102
"324",0,0,1,0,1,0,1,0,0,0,0,1,7,285,2,0.103,5.57773294129314e-117
"325",0,0,1,0,1,0,0,1,1,0,0,0,337,8,6,0.592346843601369,1.79325120724228e-135
"326",0,0,1,0,1,0,0,1,0,1,0,0,10,9,281,0.818504610516853,1.94761383781819e-107
"327",0,0,1,0,1,0,0,1,0,0,1,0,18,27,293,0.178244401903832,8.05119494530529e-95
"328",0,0,1,0,1,0,0,1,0,0,0,1,37,51,302,0.134762227312661,5.15535417736005e-75
"329",0,0,1,0,1,0,0,0,1,1,0,0,9,12,320,0.511968739556565,9.85863449762309e-123
"330",0,0,1,0,1,0,0,0,1,0,1,0,21,26,338,0.465380650285255,2.53727039841695e-112
"331",0,0,1,0,1,0,0,0,1,0,0,1,46,51,351,0.61160371074145,1.88362531025911e-89
"332",0,0,1,0,1,0,0,0,0,1,1,0,18,302,19,0.869409181248727,1.08087295160005e-103
"333",0,0,1,0,1,0,0,0,0,1,0,1,15,342,28,0.0457055576032246,9.65417964330406e-117
"334",0,0,1,0,1,0,0,0,0,0,1,1,57,280,95,0.00194415484367106,1.18634982716635e-43
"335",0,0,1,0,0,1,1,1,0,0,0,0,5,265,4,0.79,2.74919139890135e-108
"336",0,0,1,0,0,1,1,0,1,0,0,0,10,314,2,0.0158262943504513,3.62263809433366e-127
"337",0,0,1,0,0,1,1,0,0,1,0,0,8,268,3,0.124619045841523,5.13551068721783e-108
"338",0,0,1,0,0,1,1,0,0,0,1,0,5,303,1,0.129,3.08742045005375e-127
"339",0,0,1,0,0,1,1,0,0,0,0,1,11,351,3,0.0274880366989011,1.38371524025256e-141
"340",0,0,1,0,0,1,0,1,1,0,0,0,422,8,5,0.403258825860012,4.29549120480138e-173
"341",0,0,1,0,0,1,0,1,0,1,0,0,24,21,327,0.65460107868555,5.56026686322135e-109
"342",0,0,1,0,0,1,0,1,0,0,1,0,15,392,20,0.397216879006046,2.16157961645033e-143
"343",0,0,1,0,0,1,0,1,0,0,0,1,296,74,112,0.0051717569060056,7.83092029482252e-39
"344",0,0,1,0,0,1,0,0,1,1,0,0,25,22,366,0.661572040744813,4.34794827813263e-124
"345",0,0,1,0,0,1,0,0,1,0,1,0,18,432,20,0.745546039914636,2.43341533172808e-158
"346",0,0,1,0,0,1,0,0,1,0,0,1,341,76,125,0.000513358180431671,1.62472582141077e-48
"347",0,0,1,0,0,1,0,0,0,1,1,0,8,393,6,0.592346843601369,1.02032448080558e-159
"348",0,0,1,0,0,1,0,0,0,1,0,1,25,405,34,0.240397719419321,9.32819473831376e-133
"349",0,0,1,0,0,1,0,0,0,0,1,1,25,20,481,0.455591163430641,2.5911130949679e-174
"350",0,0,1,0,0,0,1,1,1,0,0,0,296,3,0,0.086,1.03605550007696e-126
"351",0,0,1,0,0,0,1,1,0,1,0,0,242,7,1,0.0397,3.56771097406658e-99
"352",0,0,1,0,0,0,1,1,0,0,1,0,279,5,3,0.523,3.61499536106601e-115
"353",0,0,1,0,0,0,1,1,0,0,0,1,322,5,5,1,3.53785790298573e-132
"354",0,0,1,0,0,0,1,0,1,1,0,0,282,6,6,1,2.97449623534083e-113
"355",0,0,1,0,0,0,1,0,1,0,1,0,319,5,4,0.79,1.08406769784255e-131
"356",0,0,1,0,0,0,1,0,1,0,0,1,378,6,6,1,7.92419060992488e-155
"357",0,0,1,0,0,0,1,0,0,1,1,0,275,6,3,0.359,1.25111788240712e-112
"358",0,0,1,0,0,0,1,0,0,1,0,1,318,8,6,0.592346843601369,2.97712304379775e-127
"359",0,0,1,0,0,0,1,0,0,0,1,1,361,5,4,0.79,6.64038108733405e-150
"360",0,0,1,0,0,0,0,1,1,1,0,0,3,6,383,0.359,1.87552182789102e-159
"361",0,0,1,0,0,0,0,1,1,0,1,0,8,5,441,0.403258825860012,2.49797130496399e-181
"362",0,0,1,0,0,0,0,1,1,0,0,1,9,7,505,0.616614147046066,1.24757888432685e-206
"363",0,0,1,0,0,0,0,1,0,1,1,0,23,343,24,0.884023623955369,2.11392573166325e-114
"364",0,0,1,0,0,0,0,1,0,1,0,1,17,386,36,0.00831062214498176,7.53688954910727e-129
"365",0,0,1,0,0,0,0,1,0,0,1,1,78,314,114,0.00916634157098073,2.3789915336953e-42
"366",0,0,1,0,0,0,0,0,1,1,1,0,24,380,24,1,2.51262359325745e-129
"367",0,0,1,0,0,0,0,0,1,1,0,1,17,433,40,0.00199889085074644,4.25822390041691e-146
"368",0,0,1,0,0,0,0,0,1,0,1,1,79,357,124,0.00151627977333833,1.56909067593167e-52
"369",0,0,1,0,0,0,0,0,0,1,1,1,429,20,35,0.041802028356931,1.58991643674256e-145
"370",0,0,0,1,1,1,1,0,0,0,0,0,135,32,98,3.03447617788542e-09,4.12606173672413e-14
"371",0,0,0,1,1,1,0,1,0,0,0,0,34,268,56,0.0197634974460343,1.70899070136671e-61
"372",0,0,0,1,1,1,0,0,1,0,0,0,35,321,50,0.102837494218452,7.10986166246055e-84
"373",0,0,0,1,1,1,0,0,0,1,0,0,179,52,109,5.58793803142127e-06,3.12183294419197e-16
"374",0,0,0,1,1,1,0,0,0,0,1,0,378,14,10,0.413125564769567,1.86098727674547e-145
"375",0,0,0,1,1,1,0,0,0,0,0,1,107,181,172,6.0530636396742e-05,2.41166352644409e-05
"376",0,0,0,1,1,0,1,1,0,0,0,0,25,175,30,0.499888264834534,7.64965739808581e-42
"377",0,0,0,1,1,0,1,0,1,0,0,0,26,209,29,0.685756620704952,6.26740211372106e-55
"378",0,0,0,1,1,0,1,0,0,1,0,0,198,19,8,0.0317025441206851,1.31953948967968e-66
"379",0,0,0,1,1,0,1,0,0,0,1,0,136,94,31,8.02578668460219e-09,1.14195650755351e-14
"380",0,0,0,1,1,0,1,0,0,0,0,1,73,145,88,0.236797545575513,7.17811509802445e-07
"381",0,0,0,1,1,0,0,1,1,0,0,0,360,11,3,0.0274880366989011,1.76359061523732e-145
"382",0,0,0,1,1,0,0,1,0,1,0,0,34,46,232,0.17889059825568,3.43640145671986e-52
"383",0,0,0,1,1,0,0,1,0,0,1,0,42,61,260,0.06044932536449,4.63148567742107e-53
"384",0,0,0,1,1,0,0,1,0,0,0,1,39,70,310,0.00279084534374919,3.88873931053329e-69
"385",0,0,0,1,1,0,0,0,1,1,0,0,34,43,274,0.304505002585634,2.01150708993501e-69
"386",0,0,0,1,1,0,0,0,1,0,1,0,45,54,308,0.365381241861022,4.28204784608697e-72
"387",0,0,0,1,1,0,0,0,1,0,0,1,47,65,363,0.0882807707999007,4.03246065781233e-87
"388",0,0,0,1,1,0,0,0,0,1,1,0,197,107,52,1.04683450743117e-05,2.45274419630264e-20
"389",0,0,0,1,1,0,0,0,0,1,0,1,91,177,134,0.00401855390447212,1.01714847067735e-06
"390",0,0,0,1,1,0,0,0,0,0,1,1,109,182,177,2.97013460405907e-05,2.34589983845426e-05
"391",0,0,0,1,0,1,1,1,0,0,0,0,36,102,139,9.5291242291109e-09,1.56807961621612e-13
"392",0,0,0,1,0,1,1,0,1,0,0,0,50,121,155,3.39243263841258e-08,3.37673979555106e-12
"393",0,0,0,1,0,1,1,0,0,1,0,0,234,22,17,0.422701097906886,5.97092153918057e-74
"394",0,0,0,1,0,1,1,0,0,0,1,0,12,293,10,0.669600785526579,2.26526910646382e-110
"395",0,0,0,1,0,1,1,0,0,0,0,1,69,122,183,0.000113253200938744,4.60316007775693e-12
"396",0,0,0,1,0,1,0,1,1,0,0,0,435,10,5,0.192419436804153,4.01844412157405e-177
"397",0,0,0,1,0,1,0,1,0,1,0,0,64,202,105,0.00152621126533592,2.30405781450026e-18
"398",0,0,0,1,0,1,0,1,0,0,1,0,16,409,13,0.577127981272103,4.78302396778187e-155
"399",0,0,0,1,0,1,0,1,0,0,0,1,200,128,174,0.00748502361885985,0.000354705351972108
"400",0,0,0,1,0,1,0,0,1,1,0,0,74,212,127,0.000169538150240846,5.14472365974863e-16
"401",0,0,0,1,0,1,0,0,1,0,1,0,18,448,14,0.478924957202447,1.36599174234341e-169
"402",0,0,0,1,0,1,0,0,1,0,0,1,235,129,199,0.000100608405502713,1.89031926817994e-07
"403",0,0,0,1,0,1,0,0,0,1,1,0,16,381,11,0.334526460506125,1.65877092342211e-144
"404",0,0,0,1,0,1,0,0,0,1,0,1,86,129,255,0.00325578408132199,4.12244532983903e-22
"405",0,0,0,1,0,1,0,0,0,0,1,1,23,16,510,0.261037009445978,4.45134507154933e-191
"406",0,0,0,1,0,0,1,1,1,0,0,0,285,5,1,0.129,1.98980856859935e-119
"407",0,0,0,1,0,0,1,1,0,1,0,0,20,208,10,0.0652760204483504,7.8056045273492e-69
"408",0,0,0,1,0,0,1,1,0,0,1,0,107,138,37,2.38004112490034e-09,4.28398137355880e-13
"409",0,0,0,1,0,0,1,1,0,0,0,1,159,74,96,0.0910862563671638,1.9600311759458e-08
"410",0,0,0,1,0,0,1,0,1,1,0,0,24,242,12,0.0434557508137715,2.79134764139331e-79
"411",0,0,0,1,0,0,1,0,1,0,1,0,119,154,49,4.01879337017484e-08,2.7198761150138e-12
"412",0,0,0,1,0,0,1,0,1,0,0,1,188,85,112,0.0540165343879365,2.22526699009232e-10
"413",0,0,0,1,0,0,1,0,0,1,1,0,21,16,243,0.410363506635773,6.27369317065632e-79
"414",0,0,0,1,0,0,1,0,0,1,0,1,21,19,283,0.751779588107633,9.85717858233634e-94
"415",0,0,0,1,0,0,1,0,0,0,1,1,122,64,190,1.79884656666295e-05,1.65226776732918e-14
"416",0,0,0,1,0,0,0,1,1,1,0,0,8,4,374,0.243676760795462,4.15807782771754e-153
"417",0,0,0,1,0,0,0,1,1,0,1,0,10,4,441,0.103122342203836,1.54766185341082e-180
"418",0,0,0,1,0,0,0,1,1,0,0,1,10,5,517,0.192419436804153,1.17491712063021e-212
"419",0,0,0,1,0,0,0,1,0,1,1,0,212,110,62,0.000229232004552201,1.23115390022689e-20
"420",0,0,0,1,0,0,0,1,0,1,0,1,105,187,144,0.0132102099607338,9.39166397418936e-06
"421",0,0,0,1,0,0,0,1,0,0,1,1,128,197,190,0.000303848844597748,0.00022443111224171
"422",0,0,0,1,0,0,0,0,1,1,1,0,228,121,73,0.000531850993067211,3.63656062881323e-20
"423",0,0,0,1,0,0,0,0,1,1,0,1,111,213,164,0.0013415458589752,1.12766016022438e-07
"424",0,0,0,1,0,0,0,0,1,0,1,1,126,232,212,2.03554189619664e-06,5.61782119968658e-08
"425",0,0,0,1,0,0,0,0,0,1,1,1,128,85,275,0.00311183830379588,3.14954036788153e-27
"426",0,0,0,0,1,1,1,1,0,0,0,0,21,23,269,0.762984991483876,2.21049248060959e-85
"427",0,0,0,0,1,1,1,0,1,0,0,0,20,20,312,1,6.33916546777098e-106
"428",0,0,0,0,1,1,1,0,0,1,0,0,273,18,9,0.0803311569926175,2.67336803397631e-98
"429",0,0,0,0,1,1,1,0,0,0,1,0,12,329,12,1,2.33769039034465e-124
"430",0,0,0,0,1,1,1,0,0,0,0,1,102,49,256,1.30390532467092e-05,9.70061521504451e-38
"431",0,0,0,0,1,1,0,1,1,0,0,0,467,4,12,0.0407593428899656,3.31760190125118e-190
"432",0,0,0,0,1,1,0,1,0,1,0,0,26,363,22,0.563476660662698,3.57171395082027e-122
"433",0,0,0,0,1,1,0,1,0,0,1,0,11,459,9,0.654450842462066,1.62888309943863e-183
"434",0,0,0,0,1,1,0,1,0,0,0,1,59,417,66,0.531142556776766,1.87640943378092e-101
"435",0,0,0,0,1,1,0,0,1,1,0,0,21,406,22,0.878788296447339,1.00241061996716e-143
"436",0,0,0,0,1,1,0,0,1,0,1,0,11,508,4,0.0653164199567492,9.04347513364737e-209
"437",0,0,0,0,1,1,0,0,1,0,0,1,60,480,60,1,2.07693220438671e-128
"438",0,0,0,0,1,1,0,0,0,1,1,0,13,428,13,1,1.7794780299521e-165
"439",0,0,0,0,1,1,0,0,0,1,0,1,101,66,344,0.00655873299074059,3.51012483407391e-59
"440",0,0,0,0,1,1,0,0,0,0,1,1,16,15,566,0.857450209690753,3.48403105931694e-221
"441",0,0,0,0,1,0,1,1,1,0,0,0,311,3,4,0.768,7.2936600569443e-130
"442",0,0,0,0,1,0,1,1,0,1,0,0,5,263,5,1,1.28382516695998e-106
"443",0,0,0,0,1,0,1,1,0,0,1,0,19,269,27,0.236990220754592,3.1597128235104e-84
"444",0,0,0,0,1,0,1,1,0,0,0,1,39,279,46,0.447441847263328,1.66897926269086e-67
"445",0,0,0,0,1,0,1,0,1,1,0,0,5,289,7,0.562791464607376,2.75520555040134e-116
"446",0,0,0,0,1,0,1,0,1,0,1,0,21,302,22,0.878788296447339,9.00373718736444e-100
"447",0,0,0,0,1,0,1,0,1,0,0,1,41,320,45,0.666171070652305,8.1443247842058e-83
"448",0,0,0,0,1,0,1,0,0,1,1,0,17,11,281,0.254992192065529,5.84144318800392e-101
"449",0,0,0,0,1,0,1,0,0,1,0,1,7,30,314,8.700845603456e-05,2.93231504960479e-109
"450",0,0,0,0,1,0,1,0,0,0,1,1,50,98,257,6.84698574713168e-05,1.72060844990982e-38
"451",0,0,0,0,1,0,0,1,1,1,0,0,4,9,414,0.160071992042434,1.22440435690826e-169
"452",0,0,0,0,1,0,0,1,1,0,1,0,5,10,474,0.192419436804153,5.09310879294168e-194
"453",0,0,0,0,1,0,0,1,1,0,0,1,6,11,549,0.221818972302962,6.6836692460355e-225
"454",0,0,0,0,1,0,0,1,0,1,1,0,376,22,30,0.266306210516246,4.46394909032714e-125
"455",0,0,0,0,1,0,0,1,0,1,0,1,370,46,66,0.0581050754217587,7.80086896258145e-90
"456",0,0,0,0,1,0,0,1,0,0,1,1,418,63,74,0.347063965175879,2.21248180331191e-96
"457",0,0,0,0,1,0,0,0,1,1,1,0,413,25,26,0.888634315767283,2.85843414808624e-141
"458",0,0,0,0,1,0,0,0,1,1,0,1,415,51,62,0.300381902951447,1.63034652564045e-106
"459",0,0,0,0,1,0,0,0,1,0,1,1,474,64,69,0.664574524093768,1.50374032682284e-119
"460",0,0,0,0,1,0,0,0,0,1,1,1,70,102,361,0.0144008603795621,5.67690860481174e-63
"461",0,0,0,0,0,1,1,1,1,0,0,0,392,6,2,0.175,3.43478815410711e-164
"462",0,0,0,0,0,1,1,1,0,1,0,0,16,305,21,0.410363506635773,5.52913429134897e-105
"463",0,0,0,0,0,1,1,1,0,0,1,0,15,18,362,0.601257024136562,5.58999901330935e-132
"464",0,0,0,0,0,1,1,1,0,0,0,1,271,117,68,0.000289898193015307,8.69666525146126e-33
"465",0,0,0,0,0,1,1,0,1,1,0,0,18,338,24,0.353715641344106,1.32511098822873e-115
"466",0,0,0,0,0,1,1,0,1,0,1,0,16,16,401,1,2.1471957529195e-149
"467",0,0,0,0,0,1,1,0,1,0,0,1,308,131,72,3.03183192565126e-05,3.46630326810438e-39
"468",0,0,0,0,0,1,1,0,0,1,1,0,2,8,369,0.0496008205897895,1.38822573671214e-152
"469",0,0,0,0,0,1,1,0,0,1,0,1,14,45,380,3.48113170880095e-05,5.6692153432408e-123
"470",0,0,0,0,0,1,1,0,0,0,1,1,18,469,17,0.865763328175375,2.19183320090758e-176
"471",0,0,0,0,0,1,0,1,1,1,0,0,6,9,516,0.437031079907843,3.26068736014041e-212
"472",0,0,0,0,0,1,0,1,1,0,1,0,7,3,605,0.19955034224882,5.89339869831618e-255
"473",0,0,0,0,0,1,0,1,1,0,0,1,12,7,686,0.248553176523601,1.16215125766467e-282
"474",0,0,0,0,0,1,0,1,0,1,1,0,17,17,495,1,2.63576453569592e-188
"475",0,0,0,0,0,1,0,1,0,1,0,1,121,385,91,0.0390297168862071,7.63198107121464e-58
"476",0,0,0,0,0,1,0,1,0,0,1,1,19,656,20,0.872773211366878,6.89939526060991e-254
"477",0,0,0,0,0,1,0,0,1,1,1,0,14,19,526,0.383171688347651,2.02460180638449e-202
"478",0,0,0,0,0,1,0,0,1,1,0,1,130,422,91,0.00853067926947423,4.92130865039975e-67
"479",0,0,0,0,0,1,0,0,1,0,1,1,18,707,18,1,3.3003415841863e-278
"480",0,0,0,0,0,1,0,0,0,1,1,1,23,599,19,0.536785342927549,4.37631779749741e-227
"481",0,0,0,0,0,0,1,1,1,1,0,0,2,3,353,0.737,9.28635456866675e-150
"482",0,0,0,0,0,0,1,1,1,0,1,0,4,2,406,0.476,6.30127818817252e-172
"483",0,0,0,0,0,0,1,1,1,0,0,1,3,5,473,0.523,2.48139325847987e-199
"484",0,0,0,0,0,0,1,1,0,1,1,0,21,319,18,0.630785289529832,1.49714931884117e-109
"485",0,0,0,0,0,0,1,1,0,1,0,1,12,358,38,0.00016378314108626,2.65970257221633e-119
"486",0,0,0,0,0,0,1,1,0,0,1,1,68,284,121,0.00010394670698933,1.2414388460416e-35
"487",0,0,0,0,0,0,1,0,1,1,1,0,21,352,17,0.516023496038908,3.18678658742153e-124
"488",0,0,0,0,0,0,1,0,1,1,0,1,13,400,41,9.41158196204709e-05,2.22488766334596e-134
"489",0,0,0,0,0,0,1,0,1,0,1,1,71,316,131,2.10311097373827e-05,9.57128007767901e-42
"490",0,0,0,0,0,0,1,0,0,1,1,1,396,15,44,0.000113835467658354,1.54261186528382e-129
"491",0,0,0,0,0,0,0,1,1,1,1,0,540,9,3,0.0764174533437375,4.24514661922687e-225
"492",0,0,0,0,0,0,0,1,1,1,0,1,613,10,6,0.314737612534451,1.85746258990395e-253
"493",0,0,0,0,0,0,0,1,1,0,1,1,711,11,6,0.221818972302962,3.83299464487674e-295
"494",0,0,0,0,0,0,0,1,0,1,1,1,96,124,406,0.0587145694108401,6.419352777698e-62
"495",0,0,0,0,0,0,0,0,1,1,1,1,95,132,441,0.0138447122017629,3.98780997345626e-71
